team_id,no,pos,player,age_yrs,caps,goals,club,country,group,WorldCup
1,21,GK,Pauline Peyraud-Magnin,27,1,0,Arsenal,France,A,Women
1,5,DF,Aissatou Tounkara,24,11,0,Atletico Madrid,France,A,Women
1,18,FW,Viviane Asseyi,25,31,4,Bordeaux,France,A,Women
1,15,MF,Elise Bussaglia,33,187,29,Dijon,France,A,Women
1,23,MF,Maeva Clemaron,26,3,0,Fleury,France,A,Women
1,1,GK,Solene Durand,24,0,0,Guingamp,France,A,Women
1,12,FW,Emelyne Laurent,20,4,0,Guingamp,France,A,Women
1,22,DF,Julie Debever,31,2,0,Guingamp,France,A,Women
1,3,DF,Wendie Renard,28,109,20,Lyon,France,A,Women
1,6,MF,Amandine Henry (captain),29,83,11,Lyon,France,A,Women
1,9,FW,Eugenie Le Sommer,30,159,73,Lyon,France,A,Women
1,10,DF,Amel Majri,26,46,4,Lyon,France,A,Women
1,16,GK,Sarah Bouhaddi,32,140,0,Lyon,France,A,Women
1,19,DF,Griedge Mbock Bathy,24,50,4,Lyon,France,A,Women
1,20,FW,Delphine Cascarino,22,12,1,Lyon,France,A,Women
1,4,DF,Marion Torrent,27,21,0,Montpellier,France,A,Women
1,7,DF,Sakina Karchaoui,23,24,0,Montpellier,France,A,Women
1,13,FW,Valerie Gauvin,23,18,10,Montpellier,France,A,Women
1,14,MF,Charlotte Bilbault,29,15,0,Paris FC,France,A,Women
1,17,MF,Gaetane Thiney,33,155,58,Paris FC,France,A,Women
1,2,DF,Eve Perisset,24,14,0,Paris Saint-Germain,France,A,Women
1,8,MF,Grace Geyoro,21,21,1,Paris Saint-Germain,France,A,Women
1,11,FW,Kadidiatou Diani,24,46,5,Paris Saint-Germain,France,A,Women
2,4,DF,Ngozi Ebere,27,20,1,Arna-Bjornar,Nigeria,A,Women
2,15,FW,Rasheedat Ajibade,19,NA,NA,Avaldsnes,Nigeria,A,Women
2,8,FW,Asisat Oshoala,24,17,11,Barcelona,Nigeria,A,Women
2,21,GK,Alaba Jonathan,27,NA,NA,Bayelsa Queens,Nigeria,A,Women
2,11,FW,Chinaza Uchendu,21,NA,NA,Braga,Nigeria,A,Women
2,23,MF,Ogonna Chukwudi,30,20,3,Djurgarden,Nigeria,A,Women
2,13,MF,Ngozi Okobi-Okeoghene,25,27,4,Eskilstuna United,Nigeria,A,Women
2,18,MF,Halimatu Ayinde,24,12,0,Eskilstuna United,Nigeria,A,Women
2,9,FW,Desire Oparanozie (captain),25,35,22,Guingamp,Nigeria,A,Women
2,5,DF,Onome Ebi,36,81,0,Henan Huishang,Nigeria,A,Women
2,19,FW,Chinwendu Ihezuo,22,NA,NA,Henan Huishang,Nigeria,A,Women
2,10,MF,Rita Chikwelu,31,33,15,Kristianstads,Nigeria,A,Women
2,2,MF,Amarachi Okoronkwo,26,NA,NA,Nasarawa Amazons,Nigeria,A,Women
2,14,DF,Faith Michael,32,53,0,Pitea,Nigeria,A,Women
2,1,GK,Tochukwu Oluehi,32,NA,NA,Rivers Angels,Nigeria,A,Women
2,6,MF,Evelyn Nwabuoku,33,42,3,Rivers Angels,Nigeria,A,Women
2,16,GK,Chiamaka Nnadozie,18,NA,NA,Rivers Angels,Nigeria,A,Women
2,22,FW,Alice Ogebe,24,7,0,Rivers Angels,Nigeria,A,Women
2,20,DF,Chidinma Okeke,18,NA,NA,Robo Queens,Nigeria,A,Women
2,7,FW,Anam Imo,18,NA,NA,Rosengard,Nigeria,A,Women
2,17,FW,Francisca Ordega,25,26,7,Shanghai,Nigeria,A,Women
2,12,FW,Uchenna Kanu,21,1,0,Southeastern Fire,Nigeria,A,Women
2,3,DF,Osinachi Ohale,27,26,1,Vaxjo,Nigeria,A,Women
3,22,FW,Emilie Nautnes,20,6,1,Arna-Bjornar,Norway,A,Women
3,23,GK,Oda Maria Hove Bogstad,23,0,0,Arna-Bjornar,Norway,A,Women
3,3,DF,Maria Thorisdottir,26,32,1,Chelsea,Norway,A,Women
3,6,DF,Maren Mjelde (captain),29,136,19,Chelsea,Norway,A,Women
3,9,FW,Isabell Herlovsen,30,126,60,Kolbotn,Norway,A,Women
3,21,MF,Karina Saevik,23,4,1,Kolbotn,Norway,A,Women
3,8,MF,Vilde Boe Risa,23,19,2,Kopparbergs/Goteborg,Norway,A,Women
3,18,MF,Frida Maanum,19,20,0,Linkoping,Norway,A,Women
3,2,DF,Ingrid Moe Wold,29,60,3,LSK Kvinner,Norway,A,Women
3,5,MF,Synne Skinnes Hansen,23,14,0,LSK Kvinner,Norway,A,Women
3,7,FW,Elise Thorsnes,30,116,19,LSK Kvinner,Norway,A,Women
3,12,GK,Cecilie Fiskerstrand,23,21,0,LSK Kvinner,Norway,A,Women
3,13,FW,Therese Asland,23,6,1,LSK Kvinner,Norway,A,Women
3,14,MF,Ingrid Syrstad Engen,21,16,2,LSK Kvinner,Norway,A,Women
3,16,MF,Guro Reiten,24,37,5,LSK Kvinner,Norway,A,Women
3,20,FW,Emilie Haavi,26,82,16,LSK Kvinner,Norway,A,Women
3,11,FW,Lisa-Marie Karlseng Utland,26,41,14,Rosengard,Norway,A,Women
3,4,DF,Stine Hovland,28,7,0,Sandviken,Norway,A,Women
3,15,FW,Amalie Eikeland,23,6,0,Sandviken,Norway,A,Women
3,19,DF,Cecilie Redisch Kvamme,23,3,0,Sandviken,Norway,A,Women
3,1,GK,Ingrid Hjelmseth,39,132,0,Stabaek,Norway,A,Women
3,10,MF,Caroline Graham Hansen,24,72,25,VfL Wolfsburg,Norway,A,Women
3,17,MF,Kristine Minde,26,97,9,VfL Wolfsburg,Norway,A,Women
4,22,FW,Son Hwa-yeon,22,20,7,Changnyeong,South Korea,A,Women
4,10,FW,Ji So-yun,28,115,54,Chelsea,South Korea,A,Women
4,1,GK,Kang Ga-ae,28,13,0,Gumi Sportstoto,South Korea,A,Women
4,3,DF,Jeong Yeong-a,28,12,0,Gyeongju KHNP,South Korea,A,Women
4,17,FW,Lee Geum-min,25,50,16,Gyeongju KHNP,South Korea,A,Women
4,4,DF,Hwang Bo-ram,31,42,0,Hwacheon KSPO,South Korea,A,Women
4,12,MF,Kang Yu-mi,27,25,8,Hwacheon KSPO,South Korea,A,Women
4,21,GK,Jung Bo-ram,27,3,0,Hwacheon KSPO,South Korea,A,Women
4,5,DF,Kim Do-yeon,30,79,1,Hyundai Steel Red Angels,South Korea,A,Women
4,6,DF,Lim Seon-joo,28,76,5,Hyundai Steel Red Angels,South Korea,A,Women
4,11,FW,Jung Seol-bin,29,74,21,Hyundai Steel Red Angels,South Korea,A,Women
4,14,DF,Shin Dam-yeong,25,37,1,Hyundai Steel Red Angels,South Korea,A,Women
4,15,MF,Lee Young-ju,27,28,2,Hyundai Steel Red Angels,South Korea,A,Women
4,16,DF,Jang Sel-gi,25,54,11,Hyundai Steel Red Angels,South Korea,A,Women
4,18,GK,Kim Min-jeong,22,2,0,Hyundai Steel Red Angels,South Korea,A,Women
4,19,MF,Lee So-dam,24,49,5,Hyundai Steel Red Angels,South Korea,A,Women
4,20,DF,Kim Hye-ri,28,80,1,Hyundai Steel Red Angels,South Korea,A,Women
4,23,MF,Kang Chae-rim,21,1,0,Hyundai Steel Red Angels,South Korea,A,Women
4,7,MF,Lee Min-a,27,56,14,INAC Kobe Leonessa,South Korea,A,Women
4,2,DF,Lee Eun-mi,30,87,14,Suwon UDC,South Korea,A,Women
4,9,MF,Moon Mi-ra,27,22,11,Suwon UDC,South Korea,A,Women
4,13,FW,Yeo Min-ji,26,34,12,Suwon UDC,South Korea,A,Women
4,8,MF,Cho So-hyun (captain),30,120,20,West Ham United,South Korea,A,Women
5,1,GK,Xu Huan,20,1,0,Beijing Phoenix,China PR,B,Women
5,2,DF,Liu Shanshan,27,110,1,Beijing Phoenix,China PR,B,Women
5,13,MF,Wang Yan,27,28,0,Beijing Phoenix,China PR,B,Women
5,17,MF,Gu Yasha,28,117,13,Beijing Phoenix,China PR,B,Women
5,20,MF,Zhang Rui,30,145,24,Changchun Zhuoyue,China PR,B,Women
5,11,FW,Wang Shanshan,29,132,46,Dalian Quanjian,China PR,B,Women
5,15,FW,Song Duan,23,23,7,Dalian Quanjian,China PR,B,Women
5,16,MF,Li Wen,30,32,3,Dalian Quanjian,China PR,B,Women
5,18,GK,Bi Xiaolin,29,35,0,Dalian Quanjian,China PR,B,Women
5,6,DF,Han Peng,29,93,4,Guangdong Huijun,China PR,B,Women
5,10,FW,Li Ying,26,108,26,Guangdong Huijun,China PR,B,Women
5,19,MF,Tan Ruyin,24,52,1,Guangdong Huijun,China PR,B,Women
5,22,DF,Luo Guiping,26,1,0,Guangdong Huijun,China PR,B,Women
5,4,MF,Lou Jiahui,28,112,4,Henan Huishang,China PR,B,Women
5,9,FW,Yang Li,26,59,31,Jiangsu Suning,China PR,B,Women
5,12,GK,Peng Shimeng,21,15,0,Jiangsu Suning,China PR,B,Women
5,7,MF,Wang Shuang,24,96,26,Paris Saint-Germain,China PR,B,Women
5,8,DF,Li Jiayue,28,67,1,Shanghai,China PR,B,Women
5,3,DF,Lin Yuping,27,13,0,Wuhan Jianghan University,China PR,B,Women
5,5,DF,Wu Haiyan (captain),26,114,0,Wuhan Jianghan University,China PR,B,Women
5,14,DF,Wang Ying,21,4,0,Wuhan Jianghan University,China PR,B,Women
5,21,MF,Yao Wei,21,14,3,Wuhan Jianghan University,China PR,B,Women
5,23,MF,Liu Yanqiu,23,2,0,Wuhan Jianghan University,China PR,B,Women
6,3,DF,Kathrin Hendrich,27,29,4,Bayern Munich,Germany,B,Women
6,4,DF,Leonie Maier,26,69,10,Bayern Munich,Germany,B,Women
6,12,GK,Laura Benkarth,26,8,0,Bayern Munich,Germany,B,Women
6,13,MF,Sara Dabritz,24,60,10,Bayern Munich,Germany,B,Women
6,17,MF,Verena Schweers,30,44,3,Bayern Munich,Germany,B,Women
6,18,FW,Melanie Leupolz,25,58,8,Bayern Munich,Germany,B,Women
6,20,FW,Lina Magull,24,31,7,Bayern Munich,Germany,B,Women
6,2,DF,Carolin Simon,26,15,3,Lyon,Germany,B,Women
6,10,MF,Dzsenifer Marozsan,27,90,32,Lyon,Germany,B,Women
6,15,DF,Giulia Gwinn,19,8,1,SC Freiburg,Germany,B,Women
6,19,FW,Klara Buhl,18,2,0,SC Freiburg,Germany,B,Women
6,21,GK,Merle Frohms,24,4,0,SC Freiburg,Germany,B,Women
6,5,DF,Marina Hegering,29,3,0,SGS Essen,Germany,B,Women
6,6,MF,Lena Oberdorf,17,3,0,SGS Essen,Germany,B,Women
6,7,MF,Lea Schuller,21,13,8,SGS Essen,Germany,B,Women
6,16,MF,Linda Dallmann,24,21,5,SGS Essen,Germany,B,Women
6,22,FW,Turid Knaak,28,8,1,SGS Essen,Germany,B,Women
6,9,MF,Svenja Huth,28,44,7,Turbine Potsdam,Germany,B,Women
6,14,DF,Johanna Elsig,26,12,0,Turbine Potsdam,Germany,B,Women
6,1,GK,Almuth Schult,28,59,0,VfL Wolfsburg,Germany,B,Women
6,8,MF,Lena Goessling,33,105,10,VfL Wolfsburg,Germany,B,Women
6,11,MF,Alexandra Popp (captain),28,96,46,VfL Wolfsburg,Germany,B,Women
6,23,DF,Sara Doorsoun,27,25,0,VfL Wolfsburg,Germany,B,Women
7,10,MF,Linda Motlhalo,20,43,9,Beijing Phoenix,South Africa,B,Women
7,11,FW,Thembi Kgatlana,23,53,7,Beijing Phoenix,South Africa,B,Women
7,13,DF,Bambanani Mbane,29,44,0,Bloemfontein Celtic,South Africa,B,Women
7,3,DF,Nothando Vilakazi,30,130,6,Gintra Universitetas,South Africa,B,Women
7,12,FW,Jermaine Seoposenwe,25,74,6,Gintra Universitetas,South Africa,B,Women
7,20,GK,Kaylin Swart,24,18,0,Golden Stars,South Africa,B,Women
7,5,DF,Janine van Wyk (captain),32,166,11,JVW,South Africa,B,Women
7,6,MF,Mamello Makhabane,31,96,18,JVW,South Africa,B,Women
7,2,DF,Lebogang Ramalepe,27,63,1,MaIndies,South Africa,B,Women
7,4,DF,Noko Matlou,33,153,61,MaIndies,South Africa,B,Women
7,8,FW,Ode Fulutudilu,29,12,1,Malaga,South Africa,B,Women
7,7,MF,Karabo Dhlamini,17,5,0,Mamelodi Sundowns,South Africa,B,Women
7,14,DF,Tiisetso Makhubela,22,2,0,Mamelodi Sundowns,South Africa,B,Women
7,16,GK,Andile Dlamini,26,38,0,Mamelodi Sundowns,South Africa,B,Women
7,23,MF,Sibulele Holweni,18,2,0,Sophakama Ladies/HPC,South Africa,B,Women
7,21,MF,Busisiwe Ndimeni,27,27,0,Tshwane University of Technology,South Africa,B,Women
7,15,MF,Refiloe Jane,26,105,12,Unattached,South Africa,B,Women
7,22,FW,Rhoda Mulaudzi,29,23,0,Unattached,South Africa,B,Women
7,9,FW,Amanda Mthandi,23,10,2,University of Johannesburg,South Africa,B,Women
7,19,MF,Kholosa Biyana,25,18,1,University of KwaZulu-Natal,South Africa,B,Women
7,1,GK,Mapaseka Mpuru,21,0,0,University of Pretoria,South Africa,B,Women
7,18,DF,Bongeka Gamede,20,1,0,University of the Western Cape,South Africa,B,Women
7,17,MF,Leandra Smeda,29,95,10,Vittsjo,South Africa,B,Women
8,17,FW,Lucia Garcia,20,14,0,Athletic Bilbao,Spain,B,Women
8,1,GK,Lola Gallardo,25,29,0,Atletico Madrid,Spain,B,Women
8,10,FW,Jennifer Hermoso,29,67,28,Atletico Madrid,Spain,B,Women
8,15,MF,Silvia Meseguer,30,65,5,Atletico Madrid,Spain,B,Women
8,19,MF,Amanda Sampedro,25,46,11,Atletico Madrid,Spain,B,Women
8,21,MF,Andrea Falcon,22,7,1,Atletico Madrid,Spain,B,Women
8,3,DF,Leila Ouahabi,26,27,1,Barcelona,Spain,B,Women
8,6,MF,Vicky Losada,28,62,13,Barcelona,Spain,B,Women
8,8,DF,Marta Torrejon (captain),29,86,9,Barcelona,Spain,B,Women
8,9,FW,Mariona Caldentey,23,21,2,Barcelona,Spain,B,Women
8,11,MF,Alexia Putellas,25,66,13,Barcelona,Spain,B,Women
8,12,MF,Patricia Guijarro,21,17,3,Barcelona,Spain,B,Women
8,13,GK,Sandra Panos,26,29,0,Barcelona,Spain,B,Women
8,16,DF,Maria Pilar Leon,23,24,0,Barcelona,Spain,B,Women
8,18,MF,Aitana Bonmati,21,13,1,Barcelona,Spain,B,Women
8,20,DF,Andrea Pereira,25,26,0,Barcelona,Spain,B,Women
8,5,DF,Ivana Andres,24,21,0,Levante,Spain,B,Women
8,7,MF,Marta Corredera,27,67,5,Levante,Spain,B,Women
8,14,MF,Virginia Torrecilla,24,54,6,Montpellier,Spain,B,Women
8,4,DF,Irene Paredes,27,62,8,Paris Saint-Germain,Spain,B,Women
8,22,FW,Nahikari Garcia,22,8,1,Real Sociedad,Spain,B,Women
8,23,GK,Maria Asuncion Quinones,22,3,0,Real Sociedad,Spain,B,Women
8,2,DF,Celia Jimenez,23,22,0,Reign FC,Spain,B,Women
9,17,FW,Mary Fowler,16,4,0,Bankstown City,Australia,C,Women
9,18,GK,Mackenzie Arnold,25,23,0,Brisbane Roar,Australia,C,Women
9,19,MF,Katrina Gorry,26,74,14,Brisbane Roar,Australia,C,Women
9,5,DF,Karly Roestbakken,18,0,0,Canberra United,Australia,C,Women
9,20,FW,Sam Kerr (captain),25,77,31,Chicago Red Stars,Australia,C,Women
9,4,DF,Clare Polkinghorne,30,117,9,Houston Dash,Australia,C,Women
9,13,MF,Tameka Yallop,27,79,10,Klepp,Australia,C,Women
9,3,MF,Aivi Luik,34,21,0,Levante,Australia,C,Women
9,15,FW,Emily Gielnik,27,29,7,Melbourne Victory,Australia,C,Women
9,23,DF,Teigen Allen,25,40,0,Melbourne Victory,Australia,C,Women
9,2,DF,Gema Simon,28,11,0,Newcastle Jets,Australia,C,Women
9,10,MF,Emily van Egmond,25,86,18,Orlando Pride,Australia,C,Women
9,14,DF,Alanna Kennedy,24,78,7,Orlando Pride,Australia,C,Women
9,9,FW,Caitlin Foord,24,72,16,Portland Thorns,Australia,C,Women
9,16,FW,Hayley Raso,24,35,3,Portland Thorns,Australia,C,Women
9,21,DF,Ellie Carpenter,19,32,1,Portland Thorns,Australia,C,Women
9,1,GK,Lydia Williams,31,78,0,Reign FC,Australia,C,Women
9,7,DF,Steph Catley,25,72,2,Reign FC,Australia,C,Women
9,8,MF,Elise Kellond-Knight,28,106,1,Reign FC,Australia,C,Women
9,11,FW,Lisa De Vanna,34,148,47,Sydney FC,Australia,C,Women
9,12,GK,Teagan Micah,21,0,0,UCLA Bruins,Australia,C,Women
9,6,MF,Chloe Logarzo,24,38,6,Washington Spirit,Australia,C,Women
9,22,MF,Amy Harrison,23,10,0,Washington Spirit,Australia,C,Women
10,19,FW,Ludmila,24,12,1,Atletico Madrid,Brazil,C,Women
10,7,FW,Andressa Alves,26,82,18,Barcelona,Brazil,C,Women
10,4,DF,Tayla,27,17,1,Benfica,Brazil,C,Women
10,23,FW,Geyse,21,7,0,Benfica,Brazil,C,Women
10,14,DF,Kathellen,23,4,0,Bordeaux,Brazil,C,Women
10,21,DF,Monica,32,58,9,Corinthians,Brazil,C,Women
10,22,GK,Leticia Izidoro,24,1,0,Corinthians,Brazil,C,Women
10,17,MF,Andressinha,24,69,10,EC Iranduba da Amazonia,Brazil,C,Women
10,6,DF,Tamires,31,90,4,Fortuna Hjorring,Brazil,C,Women
10,12,GK,Aline,30,8,0,Granadilla,Brazil,C,Women
10,18,MF,Luana,26,7,0,Hwacheon KSPO,Brazil,C,Women
10,16,FW,Beatriz,25,68,22,Hyundai Steel Red Angels,Brazil,C,Women
10,1,GK,Barbara,30,70,0,Kindermann,Brazil,C,Women
10,5,MF,Thaisa,30,78,5,Milan,Brazil,C,Women
10,9,FW,Debinha,27,81,28,North Carolina Courage,Brazil,C,Women
10,10,FW,Marta (captain),33,144,105,Orlando Pride,Brazil,C,Women
10,15,DF,Camila,24,17,2,Orlando Pride,Brazil,C,Women
10,3,DF,Daiane,21,4,0,Paris Saint-Germain,Brazil,C,Women
10,8,MF,Formiga,41,186,26,Paris Saint-Germain,Brazil,C,Women
10,2,DF,Poliana,28,61,5,Sao Jose,Brazil,C,Women
10,11,FW,Cristiane,34,138,89,Sao Paulo,Brazil,C,Women
10,13,DF,Leticia Santos,24,20,0,SC Sand,Brazil,C,Women
10,20,FW,Raquel,28,46,8,Sporting Huelva,Brazil,C,Women
11,5,DF,Elena Linari,25,29,0,Atletico Madrid,Italy,C,Women
11,14,FW,Stefania Tarenzi,31,3,1,ChievoVerona Valpo,Italy,C,Women
11,7,DF,Alia Guagni,31,62,5,Fiorentina,Italy,C,Women
11,8,MF,Alice Parisi,28,46,5,Fiorentina,Italy,C,Women
11,18,FW,Ilaria Mauro,31,25,8,Fiorentina,Italy,C,Women
11,12,GK,Chiara Marchitelli,34,40,0,Florentia,Italy,C,Women
11,1,GK,Laura Giuliani,26,35,0,Juventus,Italy,C,Women
11,3,DF,Sara Gama (captain),30,96,5,Juventus,Italy,C,Women
11,4,MF,Aurora Galli,22,23,1,Juventus,Italy,C,Women
11,6,MF,Martina Rosucci,27,36,1,Juventus,Italy,C,Women
11,10,FW,Cristiana Girelli,29,52,28,Juventus,Italy,C,Women
11,11,MF,Barbara Bonansea,27,49,17,Juventus,Italy,C,Women
11,17,DF,Lisa Boattin,22,11,0,Juventus,Italy,C,Women
11,21,MF,Valentina Cernoia,27,31,6,Juventus,Italy,C,Women
11,2,MF,Valentina Bergamaschi,22,15,3,Milan,Italy,C,Women
11,9,FW,Daniela Sabatino,33,46,21,Milan,Italy,C,Women
11,16,DF,Laura Fusetti,28,0,0,Milan,Italy,C,Women
11,19,FW,Valentina Giacinti,25,20,3,Milan,Italy,C,Women
11,20,DF,Linda Tucceri Cimini,28,8,1,Milan,Italy,C,Women
11,23,MF,Manuela Giugliano,21,21,3,Milan,Italy,C,Women
11,13,DF,Elisa Bartoli,28,46,1,Roma,Italy,C,Women
11,15,MF,Annamaria Serturini,21,0,0,Roma,Italy,C,Women
11,22,GK,Rosalia Pipitone,33,3,0,Roma,Italy,C,Women
12,6,MF,Havana Solaun,26,2,0,Klepp,Jamaica,C,Women
12,12,MF,Sashana Campbell,28,9,2,Maccabi Kishronot Hadera,Jamaica,C,Women
12,3,MF,Chanel Hudson-Marks,21,4,0,Memphis Tigers,Jamaica,C,Women
12,10,FW,Jody Brown,17,13,8,Montverde Academy,Jamaica,C,Women
12,23,GK,Yazmeen Jamieson,21,3,0,Papakura City,Jamaica,C,Women
12,19,DF,Toriana Patterson,25,10,0,Pink Sport Time,Jamaica,C,Women
12,16,DF,Dominique Bond-Flasza,22,17,2,PSV,Jamaica,C,Women
12,17,DF,Allyson Swaby,22,10,0,Roma,Jamaica,C,Women
12,18,MF,Trudi Carter,24,14,3,Roma,Jamaica,C,Women
12,4,DF,Chantelle Swaby,20,10,0,Rutgers Scarlet Knights,Jamaica,C,Women
12,22,FW,Mireya Grey,20,1,0,Seattle Sounders,Jamaica,C,Women
12,13,GK,Nicole McClure,29,10,0,Sion Swifts,Jamaica,C,Women
12,7,MF,Chinyelu Asher,26,23,3,Stabaek,Jamaica,C,Women
12,15,FW,Tiffany Cameron,27,3,0,Stabaek,Jamaica,C,Women
12,9,MF,Marlo Sweatman,24,14,3,Szent Mihaly,Jamaica,C,Women
12,11,FW,Khadija Shaw,22,22,31,Tennessee Volunteers,Jamaica,C,Women
12,2,DF,Lauren Silver,26,19,1,Trondheims-Orn,Jamaica,C,Women
12,5,DF,Konya Plummer (captain),21,17,1,UCF Knights,Jamaica,C,Women
12,8,MF,Ashleigh Shim,25,6,1,Unattached,Jamaica,C,Women
12,1,GK,Sydney Schneider,19,11,0,UNC Wilmington Seahawks,Jamaica,C,Women
12,21,FW,Olufolasade Adamolekun,18,4,0,United Soccer Alliance,Jamaica,C,Women
12,20,MF,Cheyna Matthews,25,3,0,Washington Spirit,Jamaica,C,Women
12,14,DF,Deneisha Blackwood,22,14,2,West Florida Argonauts,Jamaica,C,Women
13,3,DF,Eliana Stabile,25,13,2,Boca Juniors,Argentina,D,Women
13,16,MF,Lorena Benitez,20,2,0,Boca Juniors,Argentina,D,Women
13,17,MF,Mariela Coronel,37,34,2,Granada,Argentina,D,Women
13,10,MF,Estefania Banini (captain),28,32,9,Levante,Argentina,D,Women
13,5,MF,Vanesa Santana,28,31,0,Logrono,Argentina,D,Women
13,9,FW,Sole Jaimes,30,21,5,Lyon,Argentina,D,Women
13,2,DF,Agustina Barroso,26,36,0,Madrid CFF,Argentina,D,Women
13,7,FW,Yael Oviedo,27,24,2,Rayo Vallecano,Argentina,D,Women
13,18,DF,Gabriela Chavez,30,18,0,River Plate,Argentina,D,Women
13,20,MF,Dalila Ippolito,17,1,0,River Plate,Argentina,D,Women
13,1,GK,Vanina Correa,35,31,0,Rosario Central,Argentina,D,Women
13,13,DF,Virginia Gomez,28,8,0,Rosario Central,Argentina,D,Women
13,6,DF,Aldana Cometti,23,32,3,Sevilla,Argentina,D,Women
13,11,MF,Florencia Bonsegundo,25,34,10,Sporting Huelva,Argentina,D,Women
13,8,MF,Ruth Bravo,27,18,1,Tacon,Argentina,D,Women
13,4,DF,Adriana Sachs,25,24,0,UAI Urquiza,Argentina,D,Women
13,14,MF,Miriam Mayorga,29,9,0,UAI Urquiza,Argentina,D,Women
13,15,FW,Belen Potassa,30,28,7,UAI Urquiza,Argentina,D,Women
13,19,MF,Mariana Larroquette,26,36,8,UAI Urquiza,Argentina,D,Women
13,22,FW,Milagros Menendez,22,3,0,UAI Urquiza,Argentina,D,Women
13,23,GK,Solana Pereyra,20,0,0,UAI Urquiza,Argentina,D,Women
13,12,GK,Gaby Garton,29,2,0,Unattached,Argentina,D,Women
13,21,DF,Natalie Juncos,28,6,0,Unattached,Argentina,D,Women
14,14,DF,Leah Williamson,22,6,0,Arsenal,England,D,Women
14,22,FW,Beth Mead,24,13,5,Arsenal,England,D,Women
14,11,FW,Toni Duggan,27,72,22,Barcelona,England,D,Women
14,18,FW,Ellen White,30,81,28,Birmingham City,England,D,Women
14,23,MF,Lucy Staniforth,26,9,2,Birmingham City,England,D,Women
14,6,DF,Millie Bright,25,26,0,Chelsea,England,D,Women
14,10,FW,Fran Kirby,25,38,12,Chelsea,England,D,Women
14,13,GK,Carly Telford,31,17,0,Chelsea,England,D,Women
14,20,MF,Karen Carney,31,139,32,Chelsea,England,D,Women
14,17,DF,Rachel Daly,27,21,3,Houston Dash,England,D,Women
14,2,DF,Lucy Bronze,27,67,7,Lyon,England,D,Women
14,1,GK,Karen Bardsley,34,75,0,Manchester City,England,D,Women
14,4,MF,Keira Walsh,22,15,0,Manchester City,England,D,Women
14,5,DF,Steph Houghton (captain),31,105,12,Manchester City,England,D,Women
14,7,FW,Nikita Parris,25,33,11,Manchester City,England,D,Women
14,8,MF,Jill Scott,32,135,22,Manchester City,England,D,Women
14,12,DF,Demi Stokes,27,49,1,Manchester City,England,D,Women
14,15,DF,Abbie McManus,26,13,0,Manchester City,England,D,Women
14,19,MF,Georgia Stanway,20,7,1,Manchester City,England,D,Women
14,3,DF,Alex Greenwood,25,36,2,Manchester United,England,D,Women
14,16,MF,Jade Moore,28,45,1,Reading,England,D,Women
14,9,FW,Jodie Taylor,33,40,17,Reign FC,England,D,Women
